K,F(Sg+ U Sg-)*,(Sg+ U Sg-)*,F(Sr+ U Sr-)*,(Sr+ U Sr-)*,F(Sg),Sg,F(Sr),Sr,F(Sgfull),Sgfull,F(Srfull),Srfull,F(Sg+ U Sg-)*/F(Sr+ U Sr-)*,F(Sg+ U Sg-)*/F(Sgfull),F(Sr+ U Sr-)*/F(Srfull),F(Sg)/F(Sr),F(Sg)/F(Sgfull),F(Sr)/F(Srfull),budgetGreedyTime,budgetRdmTime,kmax,n,m,graphid
3,74.33333333333333,"{42, 13, 47}",61.33333333333334,"{0, 24, 13}",74.33333333333333,"{42, 13, 47}",65.66666666666666,"{1, 42, 7}",86.0,"{41, 42, 44, 13, 14, 47, 12, 18, 24, 27, 29}",86,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2119565217391302,0.8643410852713178,0.7131782945736436,1.1319796954314723,0.8643410852713178,0.7635658914728681,0.03835010528564453,0.0002849102020263672,3,224,48,2
0,55.0,set(),55.0,set(),55.0,set(),55.0,set(),96.0,"{41, 42, 44, 12, 14, 47, 13, 16, 18, 24, 28, 29}",96,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5729166666666666,0.5729166666666666,1.0,0.5729166666666666,0.5729166666666666,0.0003590583801269531,0.0003070831298828125,4,224,49,3
1,70.75,{42},62.75,{47},70.75,{42},62.0,{41},96.0,"{41, 42, 44, 12, 14, 47, 13, 16, 18, 24, 28, 29}",96,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1274900398406376,0.7369791666666666,0.6536458333333334,1.1411290322580645,0.7369791666666666,0.6458333333333334,0.01679706573486328,0.00040602684020996094,4,224,49,3
2,77.0,"{42, 47}",68.25,"{13, 47}",77.0,"{42, 47}",62.083333333333336,"{41, 7}",96.0,"{41, 42, 44, 12, 14, 47, 13, 16, 18, 24, 28, 29}",96,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1282051282051282,0.8020833333333334,0.7109375,1.2402684563758388,0.8020833333333334,0.646701388888889,0.039675235748291016,0.00045490264892578125,4,224,49,3
3,81.5,"{42, 44, 47}",69.25,"{0, 13, 47}",81.5,"{42, 44, 47}",62.58333333333334,"{41, 1, 7}",96.0,"{41, 42, 44, 12, 14, 47, 13, 16, 18, 24, 28, 29}",96,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1768953068592058,0.8489583333333334,0.7213541666666666,1.3022636484687082,0.8489583333333334,0.6519097222222223,0.04492616653442383,0.0003650188446044922,4,224,49,3
0,55.00000000000002,set(),55.00000000000002,set(),55.00000000000002,set(),55.00000000000002,set(),101.0,"{39, 42, 44, 12, 14, 13, 16, 47, 24, 29}",101,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5445544554455448,0.5445544554455448,1.0,0.5445544554455448,0.5445544554455448,0.000308990478515625,0.0003628730773925781,5,224,50,4
1,78.60000000000001,{42},63.00000000000001,{44},78.60000000000001,{42},55.05000000000002,{40},101.0,"{39, 42, 44, 12, 14, 13, 16, 47, 24, 29}",101,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2476190476190476,0.7782178217821784,0.6237623762376239,1.427792915531335,0.7782178217821784,0.5450495049504952,0.018023014068603516,0.00034499168395996094,5,224,50,4
2,86.4,"{42, 44}",67.40000000000002,"{44, 12}",86.4,"{42, 44}",56.000000000000014,"{40, 7}",101.0,"{39, 42, 44, 12, 14, 13, 16, 47, 24, 29}",101,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2818991097922845,0.8554455445544555,0.6673267326732675,1.5428571428571425,0.8554455445544555,0.5544554455445546,0.04123377799987793,0.0003540515899658203,5,224,50,4
3,91.00000000000001,"{42, 44, 14}",71.4,"{0, 44, 12}",91.00000000000001,"{42, 44, 14}",56.600000000000016,"{40, 1, 7}",101.0,"{39, 42, 44, 12, 14, 13, 16, 47, 24, 29}",101,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2745098039215688,0.9009900990099011,0.706930693069307,1.6077738515901059,0.9009900990099011,0.5603960396039606,0.04899001121520996,0.0003521442413330078,5,224,50,4
0,55.833333333333314,set(),55.833333333333314,set(),55.833333333333314,set(),55.833333333333314,set(),103.0,"{6, 42, 44, 13, 12, 14, 47, 16, 27, 29}",103,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5420711974110031,0.5420711974110031,1.0,0.5420711974110031,0.5420711974110031,0.0004532337188720703,0.000392913818359375,6,224,50,5
1,81.5,{42},63.83333333333333,{44},81.5,{42},55.86666666666665,{40},103.0,"{6, 42, 44, 13, 12, 14, 47, 16, 27, 29}",103,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.276762402088773,0.7912621359223301,0.6197411003236245,1.4588305489260147,0.7912621359223301,0.5423948220064724,0.018243074417114258,0.00041294097900390625,6,224,50,5
2,88.50000000000001,"{42, 44}",70.33333333333334,"{44, 12}",88.50000000000001,"{42, 44}",57.16666666666665,"{40, 7}",103.0,"{6, 42, 44, 13, 12, 14, 47, 16, 27, 29}",103,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2582938388625593,0.859223300970874,0.6828478964401296,1.5481049562682223,0.859223300970874,0.5550161812297733,0.03598213195800781,0.00037479400634765625,6,224,50,5
3,92.83333333333334,"{42, 44, 12}",75.00000000000001,"{0, 44, 12}",92.83333333333334,"{42, 44, 12}",57.73333333333332,"{40, 1, 7}",103.0,"{6, 42, 44, 13, 12, 14, 47, 16, 27, 29}",103,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2377777777777776,0.9012944983818771,0.7281553398058254,1.6079676674364902,0.9012944983818771,0.5605177993527507,0.0570218563079834,0.0005030632019042969,6,224,50,5
0,56.0,set(),56.0,set(),56.0,set(),56.0,set(),103.0,"{42, 44, 12, 14, 47, 13, 29}",103,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5436893203883495,0.5436893203883495,1.0,0.5436893203883495,0.5436893203883495,0.00036525726318359375,0.0003781318664550781,7,224,50,6
1,85.57142857142856,{42},65.71428571428571,{44},85.57142857142856,{42},56.023809523809526,{40},103.0,"{42, 44, 12, 14, 47, 13, 29}",103,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.3021739130434782,0.8307905686546462,0.638002773925104,1.527411814704632,0.8307905686546462,0.5439204808136847,0.02136683464050293,0.0005130767822265625,7,224,50,6
2,92.14285714285715,"{42, 44}",74.71428571428571,"{44, 12}",92.14285714285715,"{42, 44}",57.11904761904762,"{40, 7}",103.0,"{42, 44, 12, 14, 47, 13, 29}",103,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2332695984703634,0.8945908460471568,0.725381414701803,1.6131721550646103,0.8945908460471568,0.5545538603791031,0.03980588912963867,0.00044226646423339844,7,224,50,6
3,95.85714285714286,"{42, 44, 14}",77.71428571428572,"{0, 44, 12}",95.85714285714286,"{42, 44, 14}",57.73809523809524,"{40, 1, 7}",103.0,"{42, 44, 12, 14, 47, 13, 29}",103,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2334558823529411,0.9306518723994452,0.7545076282940362,1.6602061855670103,0.9306518723994452,0.5605640314378179,0.0677487850189209,0.0005350112915039062,7,224,50,6
0,56.875,set(),56.875,set(),56.875,set(),56.875,set(),107.0,"{6, 42, 44, 12, 14, 13, 29}",107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5315420560747663,0.5315420560747663,1.0,0.5315420560747663,0.5315420560747663,0.0005059242248535156,0.0006082057952880859,8,224,50,7
1,90.5,{42},70.25,{44},90.5,{42},57.01785714285714,{40},107.0,"{6, 42, 44, 12, 14, 13, 29}",107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2882562277580072,0.8457943925233645,0.6565420560747663,1.5872220482305044,0.8457943925233645,0.5328771695594126,0.02141427993774414,0.0004317760467529297,8,224,50,7
2,99.125,"{42, 44}",80.25,"{44, 12}",99.125,"{42, 44}",58.53571428571428,"{40, 7}",107.0,"{6, 42, 44, 12, 14, 13, 29}",107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.235202492211838,0.9264018691588785,0.75,1.6934106162294085,0.9264018691588785,0.5470627503337783,0.04396796226501465,0.0004611015319824219,8,224,50,7
3,102.0,"{42, 44, 14}",84.0,"{0, 44, 12}",102.0,"{42, 44, 14}",59.19642857142856,"{40, 1, 7}",107.0,"{6, 42, 44, 12, 14, 13, 29}",107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2142857142857142,0.9532710280373832,0.7850467289719626,1.7230769230769234,0.9532710280373832,0.5532376502002669,0.06638693809509277,0.0004601478576660156,8,224,50,7
0,57.22222222222223,set(),57.22222222222223,set(),57.22222222222223,set(),57.22222222222223,set(),107.0,"{6, 42, 44, 12, 14}",107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5347871235721704,0.5347871235721704,1.0,0.5347871235721704,0.5347871235721704,0.00045800209045410156,0.0005269050598144531,9,224,50,8
1,93.33333333333333,{42},70.8888888888889,{44},93.33333333333333,{42},57.47222222222222,{40},107.0,"{6, 42, 44, 12, 14}",107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.3166144200626957,0.8722741433021807,0.6625129802699897,1.6239729337844369,0.8722741433021807,0.5371235721703012,0.027377843856811523,0.00046896934509277344,9,224,50,8
2,101.55555555555556,"{42, 44}",81.66666666666666,"{44, 12}",101.55555555555556,"{42, 44}",58.932539682539684,"{40, 7}",107.0,"{6, 42, 44, 12, 14}",107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2435374149659866,0.9491173416407062,0.763239875389408,1.7232509595313448,0.9491173416407062,0.55077139890224,0.06512594223022461,0.0010380744934082031,9,224,50,8
3,104.33333333333333,"{42, 44, 14}",85.99999999999999,"{0, 44, 12}",104.33333333333333,"{42, 44, 14}",59.626984126984134,"{40, 1, 7}",107.0,"{6, 42, 44, 12, 14}",107,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2131782945736436,0.9750778816199377,0.8037383177570092,1.7497670704112869,0.9750778816199377,0.557261533897048,0.08273005485534668,0.0005869865417480469,9,224,50,8
0,57.90000000000001,set(),57.90000000000001,set(),57.90000000000001,set(),57.90000000000001,set(),108.0,"{0, 42, 44, 14}",108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.0,0.5361111111111112,0.5361111111111112,1.0,0.5361111111111112,0.5361111111111112,0.0009188652038574219,0.0006549358367919922,10,224,50,9
1,96.10000000000001,{42},74.6,{44},96.10000000000001,{42},58.13333333333335,{40},108.0,"{0, 42, 44, 14}",108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.2882037533512067,0.889814814814815,0.6907407407407407,1.653096330275229,0.889814814814815,0.5382716049382718,0.043015241622924805,0.0008640289306640625,10,224,50,9
2,104.3,"{42, 44}",86.3,"{44, 12}",104.3,"{42, 44}",59.588888888888896,"{40, 7}",108.0,"{0, 42, 44, 14}",108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.208574739281576,0.9657407407407407,0.799074074074074,1.7503263099011745,0.9657407407407407,0.5517489711934157,0.08085775375366211,0.0007171630859375,10,224,50,9
3,107.4,"{42, 44, 14}",91.10000000000001,"{0, 44, 12}",107.4,"{42, 44, 14}",60.22500000000001,"{40, 1, 7}",108.0,"{0, 42, 44, 14}",108,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}",1.1789242590559823,0.9944444444444445,0.8435185185185186,1.7833125778331256,0.9944444444444445,0.557638888888889,0.09455227851867676,0.0007197856903076172,10,224,50,9
