[k](T+),F(S+),S+,[K-k](T-),F(S-),S-,S+ U S-,F(S+ U S-),graphid
0,107.83169672832011,set(),2,109.90408939954013,"{36, 4}","{36, 4}",109.90408939954013,7
1,175.11200550657068,{44},1,109.09964689970445,{36},"{44, 36}",175.5692705462627,7
2,184.94265873015874,"{44, 12}",0,107.83169672832011,set(),"{44, 12}",184.94265873015874,7
0,107.83169672832011,set(),4,111.68699794558535,"{40, 1, 36, 4}","{40, 1, 36, 4}",111.68699794558535,7
1,175.11200550657068,{44},3,110.70798932518453,"{1, 36, 4}","{1, 44, 4, 36}",176.31218272667488,7
2,184.94265873015874,"{44, 12}",2,109.90408939954013,"{36, 4}","{4, 44, 12, 36}",185.55479234817471,7
3,186.63084554334554,"{0, 44, 12}",1,109.09964689970445,{36},"{0, 44, 12, 36}",186.9646241830065,7
4,187.27528998779,"{0, 19, 44, 12}",0,107.83169672832011,set(),"{0, 19, 44, 12}",187.27528998779,7
0,107.83169672832011,set(),6,113.57264957040248,"{1, 36, 4, 40, 9, 11}","{1, 36, 4, 40, 9, 11}",113.57264957040248,7
1,175.11200550657068,{44},5,112.82788148904069,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11, 44}",176.8564026091839,7
2,184.94265873015874,"{44, 12}",4,111.68699794558535,"{40, 1, 36, 4}","{1, 36, 4, 40, 44, 12}",185.69923679261916,7
3,186.63084554334554,"{0, 44, 12}",3,110.70798932518453,"{1, 36, 4}","{0, 1, 36, 4, 44, 12}",187.32631249469486,7
4,187.27528998779,"{0, 19, 44, 12}",2,109.90408939954013,"{36, 4}","{0, 19, 36, 4, 44, 12}",187.85474386724388,7
5,187.48957570207568,"{0, 44, 12, 18, 19}",1,109.09964689970445,{36},"{0, 18, 19, 36, 44, 12}",187.79067460317458,7
6,189.69493284493285,"{0, 41, 44, 12, 18, 19}",0,107.83169672832011,set(),"{0, 18, 19, 41, 44, 12}",189.69493284493285,7
0,107.26749505329869,set(),0,107.26749505329869,set(),set(),107.26749505329869,8
0,107.26749505329869,set(),2,109.53976246965352,"{36, 4}","{36, 4}",109.53976246965352,8
1,197.29323944573946,{44},1,108.67450611067082,{36},"{44, 36}",197.52096290987598,8
2,203.7529304029304,"{44, 12}",0,107.26749505329869,set(),"{44, 12}",203.7529304029304,8
0,107.26749505329869,set(),4,111.96730665871368,"{40, 1, 36, 4}","{40, 1, 36, 4}",111.96730665871368,8
1,197.29323944573946,{44},3,110.6079435337714,"{1, 36, 4}","{1, 44, 4, 36}",198.08092821895457,8
2,203.7529304029304,"{44, 12}",2,109.53976246965352,"{36, 4}","{4, 44, 12, 36}",204.0812853812854,8
3,204.83626373626373,"{0, 44, 12}",1,108.67450611067082,{36},"{0, 44, 12, 36}",204.88070818070818,8
4,205.43626373626375,"{0, 19, 44, 12}",0,107.26749505329869,set(),"{0, 19, 44, 12}",205.43626373626375,8
0,107.26749505329869,set(),6,114.56900044509374,"{1, 36, 4, 40, 9, 11}","{1, 36, 4, 40, 9, 11}",114.56900044509374,8
1,197.29323944573946,{44},5,113.45412202233675,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11, 44}",198.36851294903926,8
2,203.7529304029304,"{44, 12}",4,111.96730665871368,"{40, 1, 36, 4}","{1, 36, 4, 40, 44, 12}",204.23412698412702,8
3,204.83626373626373,"{0, 44, 12}",3,110.6079435337714,"{1, 36, 4}","{0, 1, 36, 4, 44, 12}",205.17673992673997,8
4,205.43626373626375,"{0, 19, 44, 12}",2,109.53976246965352,"{36, 4}","{0, 19, 36, 4, 44, 12}",205.5711843711844,8
5,206.2695970695971,"{0, 44, 12, 18, 19}",1,108.67450611067082,{36},"{0, 18, 19, 36, 44, 12}",206.31404151404152,8
6,207.51959706959707,"{0, 41, 44, 12, 18, 19}",0,107.26749505329869,set(),"{0, 18, 19, 41, 44, 12}",207.51959706959707,8
0,106.47523814257033,set(),0,106.47523814257033,set(),set(),106.47523814257033,9
0,106.47523814257033,set(),2,108.88648550466286,"{36, 4}","{36, 4}",108.88648550466286,9
1,210.77248976513684,{44},1,108.00299433662282,{36},"{44, 36}",210.8202838827839,9
2,214.1063186813187,"{44, 12}",0,106.47523814257033,set(),"{44, 12}",214.1063186813187,9
0,106.47523814257033,set(),4,111.91751330278979,"{40, 1, 36, 4}","{40, 1, 36, 4}",111.91751330278979,9
1,210.77248976513684,{44},3,110.1469579077093,"{1, 36, 4}","{1, 44, 4, 36}",211.07242979242983,9
2,214.1063186813187,"{44, 12}",2,108.88648550466286,"{36, 4}","{4, 44, 12, 36}",214.21623931623932,9
3,214.7063186813187,"{0, 44, 12}",1,108.00299433662282,{36},"{0, 44, 12, 36}",214.7063186813187,9
